"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"Aden1994","YEMEN",12.7854969,45.0186548,"9","ADEN","1994","['Aden', 'Yemeni', 'North and South Yemen', 'a Democratic Republic of Yemen']","YEMENI CIVIL WARS","YEMEN","DEMOCRATIC REPUBLIC OF YEMEN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Adibo1896","GHANA",9.3069629,0.0229168,"10","ADIBO","1896","['German', 'German', 'Togoland', 'Ghana', 'German']","GERMAN COLONIAL WARS IN AFRICA","GERMANY","DAGOMBA TRIBESMEN","GERMANY","DAGOMBA TRIBESMEN",1,"LAND",NA,"NO",NA,NA,NA
"Adige-102","ITALY",45.9056808,10.3153889,"10","ADIGE","-102","['Gaul', 'Roman', 'Italy']","ROME'S GALLIC WARS","CIMBRI GAULS","ROME","CIMBRI GAULS","ROME",NA,"LAND",NA,"NO",NA,NA,NA
"Adigrat1935","ETHIOPIA",14.276944,39.460833,"SHOWALTER, P796-797","ADIGRAT","1935",NA,"2ND ITALO-ETHIOPIAN WAR","ITALY","ETHIOPIA",NA,NA,4,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Showalter, 2014, p796-7",NA
"Adiliya1218","EGYPT",31.3948239,31.7546821,"10","ADILIYA","1218","['Egypt', 'Palestine', 'Damietta']","5TH CRUSADE","KINGDOM OF JERUSALEM, EUROPEAN CRUSADERS","AYYUBID CALIPHATE","KINGDOM OF JERUSALEM, EUROPEAN CRUSADERS","AYYUBID CALIPHATE",NA,"LAND",NA,"NO",NA,NA,NA
"Admagetobriga-61","FRANCE",46.8278005,5.1965099,"10","ADMAGETOBRIGA","-61","['Germanic', 'Suebian', 'Sequani', 'Aedui', 'Rome', 'Germanic', 'Admagetobriga', 'Alsace']","ROME'S LATER GALLIC WARS","SUEBIANS","AEDUI","SUEBIANS","AEDUI",NA,"LAND",NA,"NO",NA,"For location - https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0062%3Aalphabetic+letter%3DM%3Aentry+group%3D2%3Aentry%3Dmagetobria-harpers",NA
"Admin Box1944","MYANMAR",21.647067,91.5459743,"10","ADMIN BOX","1944","['British', 'Arakan', 'Japanese', 'British']","['WORLD WAR II']","UNITED KINGDOM","JAPAN","UNITED KINGDOM","JAPAN",2,"LAND",NA,"NO",NA,NA,NA
"Admiralty Islands1944","PAPUA NEW GUINEA",-2.0941169,146.8760951,"10","ADMIRALTY ISLANDS","1944","['American', 'Ad-    miralty Islands', 'Papua New Guinea', 'Australian', 'Americans', 'Japanese']","['WORLD WAR II']","UNITED STATES, AUSTRALIA","JAPAN","UNITED STATES","JAPAN",3,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Amber Books, London 2014, p 853",NA
"Adobe Walls1864","UNITED STATES",29.4035274,-103.6033842,"10","ADOBE WALLS","1864","['Texas', 'New Mexico']","COMANCHE INDIAN WARS","UNITED STATES","COMANCHE INDIANS","UNITED STATES","COMANCHE INDIANS",1,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Showalter, 2014, p606",NA
"Adobe Walls1874","UNITED STATES",29.4035274,-103.6033842,"10","ADOBE WALLS","1874","['Kiowa', 'Texas', 'Indians']","['INDIAN WAR       ']","UNITED STATES","COMANCHE INDIANS, KIOWA INDIANS, ARAPAHO INDIANS, CHEYENNE INDIANS","UNITED STATES","COMANCHE INDIANS, KIOWA INDIANS, ARAPAHO INDIANS, CHEYENNE INDIANS",1,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Showalter, 2014, p610-611",NA
"Adowa1896","ETHIOPIA",14.1636465,38.8937176,"11","ADOWA","1896","['Italo', 'Italian', 'Ethiopia', 'Italian', 'Adowa', 'Ethiopian', 'European']","1ST ITALO-ETHIOPIAN WAR","ETHIOPIA","ITALY","ETHIOPIA","ITALY",4,"LAND","ADA1896","NO",NA,"Wars of Imperial Conquest in Africa 1830-1914, Bruce Vandervoort, Indiana Univeristy Press 1998, p160",NA
"Adowa1935","ETHIOPIA",14.1636465,38.8937176,"11","ADOWA","1935","['Italo', 'Ethiopia', 'Adowa', 'Ethiopia']","2ND ITALO-ETHIOPIAN WAR","ITALY","ETHIOPIA","ITALY","ETHIOPIA",4,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Amber Books, London 2014, p797",1
"Adranum-344","ITALY",37.6627555,14.8326154,"11","ADRANUM","-344","['Carthaginians', 'Carthaginians']","['TIMOLEONS WAR']","CORINTHIANS","CARTHAGE","CORINTHIANS","CARTHAGE",2,"LAND",NA,"NO",NA,"Harbottle's Dictionary of Battles, George Bruce, 1979, p110",NA
"Adrianople (2nd)1913","TURKEY",41.6771297,26.5557145,"12","ADRIANOPLE (2ND)","1913","['Balkan', 'Bulgaria', 'Thrace', 'Bulgarians', 'Turkey']","2ND BALKAN (INTER-ALLIED) WAR","OTTOMAN EMPIRE","BULGARIA","OTTOMAN EMPIRE","BULGARIA",4,"LAND","ADR1912","NO","THE BALKAN WARS 1912-1913, RICHARD C HALL, ROUTLEDGE, 2000, P118; SHAPEFILE CREATED FROM L'ILLUSTRATION, NO. 3650, 8 F̩VRIER 1913, AT PROJECT GUTENBURG",NA,NA
"Adrianople1205","TURKEY",41.6771297,26.5557145,"11","ADRIANOPLE","1205","['Bulgarian', 'Latin', 'Bulgarian', 'Thrace', 'Bulgaria', 'Bulgarians', 'Macedonia']","BULGARIAN IMPERIAL WARS","BULGAR EMPIRE","LATIN BYZANTIUM","BULGAR EMPIRE","LATIN BYZANTIUM",1,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Amber Books, London 2014, p223",NA
"Adrianople1255","TURKEY",41.6771297,26.5557145,"11","ADRIANOPLE","1255","['Bulgarian', 'Bulgaria', 'Bulgaria', 'Macedonia', 'Thrace']","BULGARIAN IMPERIAL WARS","BYZANTINE NICEA","BULGAR EMPIRE","BYZANTINE NICEA","BULGAR EMPIRE",NA,"LAND",NA,"NO",NA,NA,NA
"Adrianople1355","TURKEY",41.6771297,26.5557145,"12","ADRIANOPLE","1355","['Serbian', 'Didymoteichon', 'Serbian', 'Byzantine', 'Edirne', 'Turkey']","SERBIAN IMPERIAL WARS","SERBIA","BYZANTIUM","SERBIA","BYZANTIUM",NA,"LAND",NA,"NO",NA,NA,NA
"Adrianople1362","TURKEY",41.6771297,26.5557145,"12","ADRIANOPLE","1362","['Byzantine', 'Serbia', 'Maritza', 'Kossovo', 'Turkish', 'Ottoman']","BYZANTINE-OTTOMAN WARS","OTTOMAN EMPIRE","BYZANTIUM","OTTOMAN EMPIRE","BYZANTIUM",NA,"LAND",NA,"NO",NA,NA,NA
"Adrianople1829","TURKEY",41.6771297,26.5557145,"12","ADRIANOPLE","1829","['Russo', 'Russia', 'Greek', 'Bulgarian', 'Turkey', 'Greece', 'Russia']","RUSSO-TURKISH WARS","RUSSIA","OTTOMAN EMPIRE","RUSSIA","OTTOMAN EMPIRE",3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P479. 23,000 RUSSIANS AT VARNA AND 50,000 AT KULEVCHA",NA,NA
"Adrianople1912-1913","TURKEY",41.6771297,26.5557145,"12","ADRIANOPLE","1912","['Bulgarian', 'Ivanoff', 'Turks', 'Ivanoff', 'Serb']","['BALKAN WAR']","BULGARIA, SERBIA","OTTOMAN EMPIRE","BULGARIA, SERBIA","TURKEY",4,"LAND","ADR1912","NO","THE BALKAN WARS 1912-1913, RICHARD C HALL, ROUTLEDGE, 2000, P90; SHAPEFILE CREATED FROM L'ILLUSTRATION, NO. 3650, 8 F̩VRIER 1913, AT PROJECT GUTENBURG",NA,NA
"Adrianople324","TURKEY",41.6771297,26.5557145,"11","ADRIANOPLE","324","['Bulgarian', 'Eastern']","ROMAN WARS OF SUCCESSION","WESTERN EMPIRE","EASTERN EMPIRE","WESTERN EMPIRE","EASTERN EMPIRE",4,"LAND",NA,"NO",NA,"Encyclopedia of Warfare, Showalter, p158",NA
"Adrianople378","TURKEY",41.6771297,26.5557145,"11","ADRIANOPLE","378","['Thrace', 'Roman', 'Marcianopolis', 'Valens']","5TH GOTHIC WAR","GOTHS","ROME","GOTHS","ROME",3,"LAND",NA,"NO",NA,"Warfare and Society in the Barbarian West, Guy Halsall, Routledge 2003, p130",NA
"Adrianople718","TURKEY",41.6771297,26.5557145,"11","ADRIANOPLE","718","['Muslim', 'Anchialus', 'Bulgarians', 'Maslama', 'Adrianople', 'Turkey', 'Muslims']","EARLY BYZANTINE-MUSLIM WARS","BULGAR KHANATE","UMAYYAD CALIPHATE","BULGAR KHANATE","UMAYYAD CALIPHATE",NA,"LAND",NA,"NO",NA,NA,NA
"Aduatuca-54","BELGIUM",50.78419,5.47449,"12","ADUATUCA","-54","['Eburones', 'Gaul', 'Romans']","ROME'S LATER GALLIC WARS","EBURONES","ROME","EBURONES","ROME",2,"LAND",NA,"YES","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P11",NA,NA
"Aduatuca-57","BELGIUM",50.78419,5.47449,"12","ADUATUCA","-57","['Belgium', 'Liege', 'Brittany', 'Morbihan']","ROME'S LATER GALLIC WARS","ROME","ADUATUCI TRIBE","ROME","ADUATUCI TRIBE",3,"LAND",NA,"NO","GALLIC WARS, JULIUS CAESAR",NA,NA
"Adwalton Moor1643","UNITED KINGDOM",53.7513517,-1.6545698,"13","ADWALTON MOOR","1643","['British', 'Bradford']","BRITISH CIVIL WARS","ROYALISTS","PARLIAMENTARIANS","ROYALISTS","PARLIAMENTARIANS",2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P391",NA,NA
"Adys-256","TUNISIA",36.5699201,10.0716216,"13","ADYS","-256","['Carthaginian', 'Sicily', 'North Africa', 'Adys', 'Carthage', 'Aegates']","['PUNIC WAR']","CARTHAGE","ROME","CARTHAGE","ROME",NA,"LAND",NA,"NO",NA,NA,NA
"Aegates Islands-241","ITALY",37.9268742,12.3102733,"13","AEGATES ISLANDS","-241","['Aegates', 'Egadi', 'Islands', 'Sicily', 'Roman', 'Carthaginian', 'Hanno', 'Lilybaeum']","['PUNIC WAR', 'THE   1ST PUNIC WAR']","ROME","CARTHAGE","ROME","CARTHAGE",3,"SEA",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARFARE, 'AEGATES ISLANDS, BATTLE OF'. 250 SHIPS IN THE CARTHAGINIAN FLEET. THE ENTRY STATES 70 SHIPS WERE CAPTURED ALONG WITH 10,000 MEN, WHICH IMPLIES AN AVERAGE CREW OF 150 MEN","1",NA
"Aegelsthrep456","UNITED KINGDOM",51.2993555,0.4654656,"13","AEGELSTHREP","456","['Britain', 'Hengist', 'England']","ANGLO-SAXON CONQUEST OF BRITAIN","JUTES","BRITONS","JUTES","BRITONS",NA,"LAND",NA,"NO",NA,NA,NA
"Aegina-458","GREECE",37.7408815,23.5014213,"13","AEGINA","-458","['Aegina', 'Athens', 'Athenian', 'Aegina']","1ST PELEPONESIAN WAR","ATHENS","AEGINA","ATHENS","AEGINA",3,"SEA",NA,"NO","70 VESSELS LOST OR CAPTURED WITH A CREW OF APPROXIMATELY 200 MEN EACH IMPLIES LOSSES OF 15,000  (HTTPS://WWW.BRITANNICA.COM/TECHNOLOGY/NAVAL-SHIP/GREECE). THIS WOULD IMPLY A AEGENIAN FORCE OF OVER 20,000",NA,1
"Aegospotami-405","TURKEY",40.315204,26.6699512,"13","AEGOSPOTAMI","-405","['Persian', 'Athenians', 'Aegospotami', 'Athenian', 'Athenian', 'Athens']","GREAT PELOPONNESIAN WAR","SPARTA","ATHENS","SPARTA","ATHENS",3,"SEA",NA,"NO","A WAR LIKE NO OTHER - VICTOR DAVIS HANSON, RANDOM HOUSE 2006, P34. SPARTAN FLEET ESTIMATED AT 200 SHIPS, IMPLYING A TOTAL FORCE OF APPROXIMATELY 40,000 MEN",NA,NA
"Aelia133-135","ISRAEL",31.7767018,34.9543762,"13","AELIA","133","['Rome', 'Jews', 'Aelia']","BAR-COCHEBA'S REVOLT","ROME","JEWISH REBELS","ROME","JEWISH REBELS",NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Aesis-82","ITALY",43.5270861,13.2463797,"13","AESIS","-82","['Rome']","SULLAN CIVIL WAR","SULLAN REBELS","ROME",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Afabet1988","ERITREA",16.1938578,38.689675,"14","AFABET","1988","['Afabet', 'Ethiopian', 'Ethiopian', 'Eritrea', 'Addis Ababa']","['ERITREAN WAR']","ERITREA","ETHIOPIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Afyon1922","TURKEY",38.7568852,30.5387038,"14","AFYON","1922","['Turkish', 'Anatolia', 'Greek', 'Turkish']","2ND GRECO-TURKISH WAR","TURKEY","GREECE",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P345",NA,NA
"Agagia1916","EGYPT",31.6073309,25.8901949,"14","AGAGIA","1916","['Turks', 'British', 'pro-Turkish', 'Barrani']","['WORLD WAR I']","UNITED KINGDOM","SENUSSI REBELS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P421","1",NA
"Agathocles-204","TUNISIA",37.0629864,10.0636103,"14","AGATHOCLES","-204","[]","2ND PUNIC WAR","ROME, NUMIDIA","CARTHAGE",NA,NA,3,"LAND",NA,"NO","A HISTORY OF THE ROMAN WORLD, HH SCULLARD, P177, 210-211",NA,NA
"Agendicum-52","FRANCE",48.20065,3.28268,"14","AGENDICUM","-52","['Seine']","ROME'S LATER GALLIC WARS","ROME","GAULS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aghdash Awkh1831","AZERBAIJAN",40.6335427,47.467431,"14","AGHDASH AWKH","1831","['Russian', 'Muslim Dagestan', 'Caspian', 'Russian', 'Russian', 'Gimrah']","RUSSIAN CONQUEST OF THE CAUCASUS","DAGESTAN","RUSSIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Agincourt1415","FRANCE",50.4629634,2.1230554,"14","AGINCOURT","1415","['England', 'Harfleur', 'Calais', 'French']","['YEARS WAR']","ENGLAND","FRANCE",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P279",NA,NA
"Aginnum-107","FRANCE",44.203142,0.616363,"15","AGINNUM","-107","['Germanic', 'Roman', 'Provence', 'Tigurini', 'Rome']","ROME'S GALLIC WARS","TIGURINI","ROME",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Agnadello1509","ITALY",45.4464181,9.5622868,"15","AGNADELLO","1509","['France', 'Spain', 'the Papal States', 'France', 'Italy', 'Venice']","WAR OF THE LEAGUE OF CAMBRAI","FRANCE","VENICE",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P305",NA,NA
"Agordat1893","ERITREA",15.5406754,37.8777561,"15","AGORDAT","1893","['Italo', 'Europeans', 'Sudan', 'Kassala', 'Italians', 'Agordat', 'Asmara', 'Italian']","ITALO-SUDANESE WARS","ITALY","SUDAN",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979,P12",NA,NA
"Agordat1941","ERITREA",15.5406754,37.8777561,"15","AGORDAT","1941","['Northern Africa', 'British', 'Egypt', 'Sudan', 'Eritrea', 'Kassala', 'Barentu', 'Italian', 'Agordat']","['WORLD WAR II']","UNITED KINGDOM","ITALY",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P441","1",NA
"Agra1713","INDIA",27.1766701,78.0080745,"15","AGRA","1713","['India', 'Sayyid']","MUGHAL WARS OF SUCCESSION","MUGHAL REBEL FAROKSHIN","PADSHAH JAHANDAR SHAH",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P12",NA,NA
"Agra1787-1788","INDIA",27.1766701,78.0080745,"15","AGRA","1787","['Mughal']","MUGHAL-MARATHA WAR","MARATHAS","ISMAIL BEG, ROHILLAS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Agra1799","INDIA",27.1766701,78.0080745,"15","AGRA","1799","[]","MARATHA TERRITORIAL WARS","MARATHAS","MARATHA GOVERNOR OF AGRA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Agra1803","INDIA",27.1766701,78.0080745,"15","AGRA","1803","['British']","2ND BRITISH-MARATHA WAR","UNITED KINGDOM","MARATHAS",NA,NA,3,"LAND",NA,"NO","THE ANGLO-MARATHA CAMPAIGNS AND THE CONTEST FOR INDIA, RANDOLF COOPER, P180, APPENDIX II",NA,NA
"Agra1857","INDIA",27.1766701,78.0080745,"16","AGRA","1857","['Indian', 'Delhi', 'Shahganj', 'Agra']","INDIAN MUTINY","UNITED KINGDOM","INDIAN REBELS",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P12. BRITISH FORCES OF FOUR BATTALIONS OF INFANTRY PLUS TWO REGIMENTS OF CAVALRY IMPLIES AROUND 10,000 MEN. MUTINEERS SAID TO BE 7,000 STRONG",NA,NA
"Agua Dulce Creek1836","UNITED STATES",36.1181097,-95.9068411,"16","AGUA DULCE CREEK","1836","['Texan', 'San Patricio', 'Mexican']","TEXAN WAR OF INDEPENDENCE","MEXICO","TEXAN REBELS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P633",NA,1
"Agua Prieta1915","MEXICO",31.3115272,-109.5855873,"16","AGUA PRIETA","1915","['Mexican', 'the United States', 'Mexican', 'Agua', 'American', 'Douglas', 'Arizona', 'Villas', 'USA']","MEXICAN REVOLUTION","CONSTITUTIONALISTS","CONVENTIONISTS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P751",NA,NA
"Aguascalientes1915","MEXICO",21.8852562,-102.2915677,"16","AGUASCALIENTES","1915","['Mexican', 'Mexican', 'Trinidad', 'Aguascalientes', 'Obregon']","MEXICAN REVOLUTION","MEXICAN GOVERNMENT","PANCHO VILLA REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahmad Khel1880","AFGHANISTAN",33.8333322,69.6412452,"16","AHMAD KHEL","1880","['British', 'Kandahar', 'Afghanistan', 'Kabul', 'Ghazni', 'British', 'Afghans']","2ND BRITISH-AFGHAN WAR","UNITED KINGDOM","AFGHANISTAN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P640",NA,NA
"Ahmadabad1572","INDIA",23.022505,72.5713621,"16","AHMADABAD","1572","['Gujarat', 'India', 'Ahmadabad', 'Gujarati', 'Akbar', 'the Mughal Empire']","MUGHAL CONQUEST OF NORTHERN INDIA","MUGHAL EMPIRE","GUJARAT",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Ahmadabad1780","INDIA",23.022505,72.5713621,"16","AHMADABAD","1780","['British', 'British', 'Wargaom', 'Sabarmati', 'Gujarat', 'British']","1ST BRITISH-MARATHA WAR","UNITED KINGDOM","MARATHAS",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P12",NA,NA
"Ahmadnagar1596","INDIA",19.0952075,74.7495916,"17","AHMADNAGAR","1596","['Mughal', 'Murad', 'Bombay', 'Indias', 'Queen Chand', 'Bijapur', 'Sultan']","MUGHAL-AHMADNAGAR WARS","AHMADNAGAR","MUGHAL EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahmadnagar1600","INDIA",19.0952075,74.7495916,"17","AHMADNAGAR","1600","['Mughal', 'Deccan', 'India', 'Bombay', 'Bijapur', 'Mughal', 'the Muslim', 'Sultans']","MUGHAL-AHMADNAGAR WARS","MUGHAL EMPIRE","AHMADNAGAR",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahmadnagar1803","INDIA",19.0952075,74.7495916,"17","AHMADNAGAR","1803","['Poona', 'Deccan', 'French']","2ND BRITISH-MARATHA WAR","UNITED KINGDOM","MARATHAS",NA,NA,2,"LAND",NA,"NO","THE ANGLO-MARATHA CAMPAIGNS AND THE CONQUEST FOR INDIA, RANDOLF GS COOPER, P88",NA,NA
"Ahnai Tangi1920","PAKISTAN",32.5125063,70.0134471,"17","AHNAI TANGI","1920","['Palosina', 'Mahsud', 'Waziristan', 'Indian']","WAZIRISTAN CAMPAIGN","UNITED KINGDOM","MAHSUD TRIBESMEN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahualalco1858","MEXICO",22.3997407,-101.1665993,"17","AHUALALCO","1858","['Mexico City', 'San Lui Potosi']","['MEXICAN WAR']","MEXICAN CONSERVATIVES","MEXICAN LIBERALS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahwaz1915","IRAN",31.3183272,48.6706187,"17","AHWAZ","1915","['British', 'Basra', 'Amara', 'Ahwaz', 'Britain', 'Turkish', 'British']","['WORLD WAR']","UNITED KINGDOM","TURKEY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ahwaz1980","IRAN",31.3183272,48.6706187,"17","AHWAZ","1980","['Iraqi', 'Basra', 'Amara', 'Ahwaz', 'Khuzestan']","['IRAQ-IRAN WAR']","IRAN","IRAQ",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aibar1452","SPAIN",42.5931438,-1.3601865,"18","AIBAR","1452","['Spanish', 'Prince Juan', 'Aragon', 'Pamplona']","SPANISH WAR OF SUCCESSION","JUAN OF ARRAGON AND CASTILLE","PRINCE CHARLES OF VIANA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aiguillon1346","FRANCE",44.301656,0.338664,"18","AIGUILLON","1346","['Valois', 'England']","HUNDRED YEARS WAR","ENGLAND","FRANCE",NA,NA,2,"LAND",NA,"NO","THE OXFORD ENCYCLOPEDIA OF MEDIEVAL WARFARE AND MILITARY TECHNOLOGY, CLIFFORD ROGERS (ED), ""AIGUILLON, SIEGE OF""",NA,NA
"Aigun1900","CHINA",49.2733031,126.643383,"18","AIGUN","1900","['Chinese', 'Heihe', 'Heilongjiang', 'Russians', 'Chinese']","['RUSSO-CHINESE WAR                      ']","RUSSIA","CHINA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ain Diar744","SYRIA",33.3049506,36.9579885,"18","AIN DIAR","744","['Muslim', 'Armenia', 'Syria', 'Turkish', 'Damascus', 'Marwan']","MUSLIM CIVIL WARS","GOVERNOR MARWAN OF ARMENIA","CALIPH YAZID III",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ain Jalut1260","ISRAEL",32.548622,35.355873,"18","AIN JALUT","1260","['Baghdad', 'Syria', 'Egypt', 'Syria']","MONGOL INVASION OF THE MIDDLE EAST","MAMLUKES","MONGOLS",NA,NA,3,"LAND",NA,"NO","A GLOBAL HISTORY OF PRE MODERN WARFARE, KAUSHIK ROY, 2021, P198",NA,NA
"Ain Tamar634","IRAQ",32.5675355,43.4746322,"18","AIN TAMAR","634","['Muslim', 'Iraq', 'Muslim', 'Hira', 'Anbar', 'Persian', 'Christian Arabs', 'Arab']","MUSLIM CONQUEST OF IRAQ","MUSLIM UMMAH","PERSIA",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Ain Zara1911","LIBYA",32.8166842,13.2579122,"18","AIN ZARA","1911","['Italo', 'Tripoli', 'Italian', 'Turko', 'Italian', 'Turks']","ITALO-TURKISH WAR","ITALY","TURKEY",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Aire1710","FRANCE",50.645735,2.3261279,"CLODFELTER, P73","AIRE","1710",NA,"WAR OF THE SPANISH SUCCESSION","UNITED KINGDOM, HABSBURG EMPIRE","FRANCE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P73",NA,NA
"Aire1814","FRANCE",43.6933099,-0.326149,"18","AIRE","1814","['Orthez']","NAPOLEONIC WARS","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Airolo1799","SWITZERLAND",46.5286074,8.6123746,"19","AIROLO","1799","['French', 'Italy', 'Switzerland', 'Russian', 'French', 'Zurich']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","RUSSIA","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aisne-57","FRANCE",49.4769199,3.4417368,"19","AISNE","-57","['Germans', 'Rome']","ROME'S LATER GALLIC WARS","ROME","SUESSIONES",NA,NA,3,"LAND",NA,"NO","WARFARE IN THE CLASSICAL WORLD, JOHN WARRY, 1980, P161",NA,NA
"Aisne1914","FRANCE",49.4765586,3.3547166,"19","AISNE","1914","['German', 'France', 'French', 'British']","['WORLD WAR I']","UNITED KINGDOM","GERMANY",NA,NA,5,"LAND","ANE1914","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P391. TWO FRENCH ARMIES PLUS THE BRITISH EXPEDITIONARY FORCE VERSUS THREE GERMAN ARMIES. OVER 500,000 MENHTTP://WWW.GWPDA.ORG/MAPS/WESTPOINT/WWONE10.GIF","1",NA
"Aisne1917","FRANCE",49.4765586,3.3547166,"19","AISNE","1917","['French']","['WORLD WAR I']","GERMANY","FRANCE, UNITED KINGDOM",NA,NA,4,"LAND","ANE1917","NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P777; SHAPEFILE HTTP://WWW.GWPDA.ORG/MAPS/WESTPOINT/WWONE16.JPG",NA,NA
"Aisne1918","FRANCE",49.4765586,3.3547166,"19","AISNE","1918","['German', 'Anglo-French']","['WORLD WAR I']","GERMANY","FRANCE, UNITED KINGDOM",NA,NA,5,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P13-14. GERMAN ATTACK CONSISTED OF 41 DIVISIONS (OVER 600,000 MEN ASSUMING 17,000 MEN PER DIVISION AS IN CLODFELTER, P387)",NA,NA
"Aitape1944","PAPUA NEW GUINEA",-3.1538273,142.3639991,"19","AITAPE","1944","['Hollandia', 'American', 'Aitape', 'Japanese', 'Wewak']","['WORLD WAR II']","UNITED STATES","JAPAN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P853 - ONE US DIVISION",NA,1
"Aiwagudi1696","INDIA",12.8184766,79.6859038,"19","AIWAGUDI","1696","['Mughal', 'Senapati', 'Kanchi']","MUGHAL-MARATHA WARS","GENERAL SENTAJI","GENERAL DHANAJI JADAV",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aix La Chapelle1793","GERMANY",50.7596743,5.9564415,"20","AIX LA CHAPELLE","1793","[]","FRENCH REVOLUTIONARY WARS (1ST COALITION)","AUSTRIA","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Aix1809","FRANCE",48.248386,-4.7400057,"19","AIX","1809","['Napoleonic', 'British', 'French']","NAPOLEONIC WARS","UNITED KINGDOM","FRANCE",NA,NA,2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P147",NA,NA
